name results gts
rec_022/head/000000/000131.jpg 0.0,0.0 0.4719235,0.057821166
[10] Total Num: 67, avg: 26.82785200685396rec_022/head/000001/000142.jpg 0.0,0.0 0.42561725,0.052391995
[10] Total Num: 68, avg: 26.794485384603977rec_022/head/000022/000142.jpg 0.0,0.0 0.2153301,0.030282142
[10] Total Num: 69, avg: 26.586696247764458rec_022/head/000002/000142.jpg 0.0,0.0 0.3148376,0.022869023
[10] Total Num: 70, avg: 26.465240777101982rec_022/head/000584/000142.jpg 0.0,0.0 0.48109594,0.050214354
[10] Total Num: 71, avg: 26.482671188044876rec_022/head/000585/000142.jpg 0.0,0.0 0.5472792,0.059297517
[10] Total Num: 72, avg: 26.552657045656137rec_022/head/000022/000143.jpg 0.0,0.0 0.18377957,0.011782331
[10] Total Num: 73, avg: 26.33345854812935rec_022/head/000000/000143.jpg 0.0,0.0 0.47542673,0.028687663
[10] Total Num: 74, avg: 26.34632672653249rec_022/head/000001/000143.jpg 0.0,0.0 0.39514795,0.031248715
[10] Total Num: 75, avg: 26.297806128364158rec_022/head/000002/000143.jpg 0.0,0.0 0.28743842,0.0036902234
[10] Total Num: 76, avg: 26.16849719565768rec_022/head/000584/000143.jpg 0.0,0.0 0.44593114,0.028140195
[10] Total Num: 77, avg: 26.161080110016204rec_022/head/000585/000143.jpg 0.0,0.0 0.5212827,0.036889624
[10] Total Num: 78, avg: 26.209465064459938rec_022/head/000000/000144.jpg 0.0,0.0 0.4529479,0.0051499177
[10] Total Num: 79, avg: 26.206225841373566rec_022/head/000022/000144.jpg 0.0,0.0 0.17252013,-0.010057258
[10] Total Num: 80, avg: 26.002414148855088rec_022/head/000001/000144.jpg 0.0,0.0 0.3772245,0.008789563
[10] Total Num: 81, avg: 25.94829739913668rec_022/head/000002/000144.jpg 0.0,0.0 0.27421305,-0.017718492
[10] Total Num: 82, avg: 25.82384487708995rec_022/head/000584/000144.jpg 0.0,0.0 0.42568648,0.0038766016
[10] Total Num: 83, avg: 25.806581559277795rec_022/head/000585/000144.jpg 0.0,0.0 0.49784118,0.011862851
[10] Total Num: 84, avg: 25.839022445603756rec_022/head/000001/000145.jpg 0.0,0.0 0.38668534,-0.0006216195
[10] Total Num: 85, avg: 25.795686498335137rec_022/head/000022/000145.jpg 0.0,0.0 0.18605742,-0.01996421
[10] Total Num: 86, avg: 25.620397027258477rec_022/head/000000/000145.jpg 0.0,0.0 0.45791933,-0.0056562815
[10] Total Num: 87, avg: 25.627504006010632rec_022/head/000002/000145.jpg 0.0,0.0 0.28797656,-0.02704983
[10] Total Num: 88, avg: 25.5245829997164rec_022/head/000584/000145.jpg 0.0,0.0 0.43682784,-0.006685182
[10] Total Num: 89, avg: 25.519038630734652rec_022/head/000585/000145.jpg 0.0,0.0 0.5117664,0.0010552448
[10] Total Num: 90, avg: 25.561294985703185rec_022/head/000000/000146.jpg 0.0,0.0 0.49479076,-0.004471648
[10] Total Num: 91, avg: 25.591945420758893rec_022/head/000022/000146.jpg 0.0,0.0 0.21079011,-0.018886961
[10] Total Num: 92, avg: 25.44556612560941rec_022/head/000001/000146.jpg 0.0,0.0 0.4149134,-0.00076475996
[10] Total Num: 93, avg: 25.427579649401135rec_022/head/000002/000146.jpg 0.0,0.0 0.3156887,-0.026950136
[10] Total Num: 94, avg: 25.350171608295312rec_022/head/000584/000146.jpg 0.0,0.0 0.45936522,-0.0051946384
[10] Total Num: 95, avg: 25.360393516015737rec_022/head/000585/000146.jpg 0.0,0.0 0.5339586,0.0023856175
[10] Total Num: 96, avg: 25.41490870071476rec_022/head/000000/000147.jpg 0.0,0.0 0.533762,0.0011093479
[10] Total Num: 97, avg: 25.468181480475323rec_022/head/000022/000147.jpg 0.0,0.0 0.24485888,-0.015923781
[10] Total Num: 98, avg: 25.351755351118797rec_022/head/000001/000147.jpg 0.0,0.0 0.4485424,0.0040426473
[10] Total Num: 99, avg: 25.355278618116824rec_022/head/000002/000147.jpg 0.0,0.0 0.34995535,-0.021790477
[10] Total Num: 100, avg: 25.302607840182894rec_022/head/000584/000147.jpg 0.0,0.0 0.5102403,0.00023268658
[10] Total Num: 101, avg: 25.341538651050463rec_022/head/000585/000147.jpg 0.0,0.0 0.5894741,0.008499446
[10] Total Num: 102, avg: 25.42424388150831rec_022/head/000001/000148.jpg 0.0,0.0 0.48318535,0.005682532
[10] Total Num: 103, avg: 25.44620505439326rec_022/head/000022/000148.jpg 0.0,0.0 0.27104962,-0.015757563
[10] Total Num: 104, avg: 25.351102847834362rec_022/head/000000/000148.jpg 0.0,0.0 0.56709856,0.0033784132
[10] Total Num: 105, avg: 25.419119639873873rec_022/head/000002/000148.jpg 0.0,0.0 0.38046914,-0.02046587
[10] Total Num: 106, avg: 25.385253010890533rec_022/head/000584/000148.jpg 0.0,0.0 0.53648746,0.0023841346
[10] Total Num: 107, avg: 25.435285593783092rec_022/head/000585/000148.jpg 0.0,0.0 0.6212232,0.010937704
[10] Total Num: 108, avg: 25.529387192325334rec_022/head/000022/000149.jpg 0.0,0.0 0.2826518,-0.02531677
[10] Total Num: 109, avg: 25.444327267803267rec_022/head/000001/000149.jpg 0.0,0.0 0.49592665,-0.005795164
[10] Total Num: 110, avg: 25.471345033772263rec_022/head/000000/000149.jpg 0.0,0.0 0.5800148,-0.008299465
[10] Total Num: 111, avg: 25.54129158371739rec_022/head/000002/000149.jpg 0.0,0.0 0.3994793,-0.030862361
[10] Total Num: 112, avg: 25.518182020835894rec_022/head/000584/000149.jpg 0.0,0.0 0.56149787,-0.009521014
[10] Total Num: 113, avg: 25.57709708997873rec_022/head/000585/000149.jpg 0.0,0.0 0.64411944,-0.0015767291
[10] Total Num: 114, avg: 25.67646834392423rec_022/head/000001/000150.jpg 0.0,0.0 0.50006735,-0.028801732
[10] Total Num: 115, avg: 25.70271826676924rec_022/head/000022/000150.jpg 0.0,0.0 0.2902415,-0.046606943
[10] Total Num: 116, avg: 25.626286862906596rec_022/head/000000/000150.jpg 0.0,0.0 0.58357495,-0.033508256
[10] Total Num: 117, avg: 25.693455865543264rec_022/head/000002/000150.jpg 0.0,0.0 0.40030047,-0.053654037
[10] Total Num: 118, avg: 25.671728286866067rec_022/head/000584/000150.jpg 0.0,0.0 0.5623747,-0.034373447
[10] Total Num: 119, avg: 25.72722097357529rec_022/head/000585/000150.jpg 0.0,0.0 0.64289397,-0.028811622
[10] Total Num: 120, avg: 25.82005118898765rec_022/head/000022/000151.jpg 0.0,0.0 0.27275646,-0.069561064
[10] Total Num: 121, avg: 25.7398501415174rec_022/head/000001/000151.jpg 0.0,0.0 0.4866461,-0.053476073
[10] Total Num: 122, avg: 25.758680685024437rec_022/head/000000/000151.jpg 0.0,0.0 0.5571228,-0.058550775
[10] Total Num: 123, avg: 25.810057674097493rec_022/head/000002/000151.jpg 0.0,0.0 0.38210434,-0.07707263
[10] Total Num: 124, avg: 25.781850845575143rec_022/head/000584/000151.jpg 0.0,0.0 0.5476498,-0.060775302
[10] Total Num: 125, avg: 25.82800439897634rec_022/head/000585/000151.jpg 0.0,0.0 0.6173379,-0.056242537
[10] Total Num: 126, avg: 25.90475258617702rec_022/head/000001/000152.jpg 0.0,0.0 0.45134228,-0.06570887
[10] Total Num: 127, avg: 25.906399741521266rec_022/head/000022/000152.jpg 0.0,0.0 0.25134316,-0.08172585
[10] Total Num: 128, avg: 25.822191419889897rec_022/head/000000/000152.jpg 0.0,0.0 0.5174219,-0.07167058
[10] Total Num: 129, avg: 25.853829629964036rec_022/head/000002/000152.jpg 0.0,0.0 0.35402492,-0.08909545
[10] Total Num: 130, avg: 25.81564897191499rec_022/head/000584/000152.jpg 0.0,0.0 0.5051062,-0.073837854
[10] Total Num: 131, avg: 25.841648172761236rec_022/head/000585/000152.jpg 0.0,0.0 0.5771221,-0.07046321
[10] Total Num: 132, avg: 25.898032695860987rec_022/head/000001/000153.jpg 0.0,0.0 0.41841006,-0.067236625
[10] Total Num: 133, avg: 25.885736437159835rec_022/head/000022/000153.jpg 0.0,0.0 0.22205855,-0.08317956
[10] Total Num: 134, avg: 25.793846856896604rec_022/head/000000/000153.jpg 0.0,0.0 0.47690183,-0.07232921
[10] Total Num: 135, avg: 25.807322035611534rec_022/head/000002/000153.jpg 0.0,0.0 0.32022452,-0.09118227
[10] Total Num: 136, avg: 25.75765181861039rec_022/head/000584/000153.jpg 0.0,0.0 0.46126854,-0.07401489
[10] Total Num: 137, avg: 25.76484137387916rec_022/head/000585/000153.jpg 0.0,0.0 0.5273224,-0.070282
[10] Total Num: 138, avg: 25.79883076150303rec_022/head/000001/000154.jpg 0.0,0.0 0.3842113,-0.063018754
[10] Total Num: 139, avg: 25.77361116607394rec_022/head/000022/000154.jpg 0.0,0.0 0.18702064,-0.079600304
[10] Total Num: 140, avg: 25.672622913105723rec_022/head/000000/000154.jpg 0.0,0.0 0.44672397,-0.06913408
[10] Total Num: 141, avg: 25.67409121594497rec_022/head/000002/000154.jpg 0.0,0.0 0.28663263,-0.08833426
[10] Total Num: 142, avg: 25.614164391491013rec_022/head/000584/000154.jpg 0.0,0.0 0.43133956,-0.070871316
[10] Total Num: 143, avg: 25.610041693711576rec_022/head/000585/000154.jpg 0.0,0.0 0.50073296,-0.066708796
[10] Total Num: 144, avg: 25.63304068212796rec_022/head/000001/000155.jpg 0.0,0.0 0.34634557,-0.076396756
[10] Total Num: 145, avg: 25.59627591463rec_022/head/000000/000155.jpg 0.0,0.0 0.4065196,-0.0832822
[10] Total Num: 146, avg: 25.583622773776764rec_022/head/000022/000155.jpg 0.0,0.0 0.15256085,-0.09381603
[10] Total Num: 147, avg: 25.47931673037955rec_022/head/000002/000155.jpg 0.0,0.0 0.24930745,-0.101563565
[10] Total Num: 148, avg: 25.411221552531373rec_022/head/000584/000155.jpg 0.0,0.0 0.38940203,-0.08513751
[10] Total Num: 149, avg: 25.393773726890796rec_022/head/000585/000155.jpg 0.0,0.0 0.45511705,-0.080289096
[10] Total Num: 150, avg: 25.40082153554724rec_022/head/000001/000156.jpg 0.0,0.0 0.31777227,-0.09629138
[10] Total Num: 151, avg: 25.3584147994987rec_022/head/000022/000156.jpg 0.0,0.0 0.13096501,-0.11301805
[10] Total Num: 152, avg: 25.25671053680085rec_022/head/000000/000156.jpg 0.0,0.0 0.39058638,-0.10812279
[10] Total Num: 153, avg: 25.24312451411242rec_022/head/000002/000156.jpg 0.0,0.0 0.22638698,-0.123039834
[10] Total Num: 154, avg: 25.17488378484113rec_022/head/000584/000156.jpg 0.0,0.0 0.36622566,-0.10908845
[10] Total Num: 155, avg: 25.15345864026779rec_022/head/000585/000156.jpg 0.0,0.0 0.43530825,-0.10551609
[10] Total Num: 156, avg: 25.1564361409291rec_022/head/000001/000157.jpg 0.0,0.0 0.30918786,-0.124537274
[10] Total Num: 157, avg: 25.117575851251058rec_022/head/000022/000157.jpg 0.0,0.0 0.12747242,-0.14217505
[10] Total Num: 158, avg: 25.027745055779988rec_022/head/000000/000157.jpg 0.0,0.0 0.3880377,-0.14110112
[10] Total Num: 159, avg: 25.018683411053917rec_022/head/000002/000157.jpg 0.0,0.0 0.22328223,-0.15288404
[10] Total Num: 160, avg: 24.958962246214313
