name results gts
rec_022/head/000000/000131.jpg 0.0,0.0 0.4719235,0.057821166
[50] Total Num: 31, avg: 23.95250549056662rec_022/head/000000/000136.jpg 0.0,0.0 0.5997381,0.08616427
[50] Total Num: 32, avg: 24.287493214942728rec_022/head/000001/000136.jpg 0.0,0.0 0.5003898,0.07912058
[50] Total Num: 33, avg: 24.430185204687135rec_022/head/000002/000136.jpg 0.0,0.0 0.4175041,0.054375466
[50] Total Num: 34, avg: 24.42080964564954rec_022/head/000584/000136.jpg 0.0,0.0 0.5717169,0.08461115
[50] Total Num: 35, avg: 24.668048693389924rec_022/head/000585/000136.jpg 0.0,0.0 0.6348843,0.0964255
[50] Total Num: 36, avg: 25.003268986543482rec_022/head/000000/000137.jpg 0.0,0.0 0.61582965,0.06726923
[50] Total Num: 37, avg: 25.28607674593756rec_022/head/000022/000137.jpg 0.0,0.0 0.32338604,0.039243914
[50] Total Num: 38, avg: 25.111701934479793rec_022/head/000001/000137.jpg 0.0,0.0 0.5250626,0.06273151
[50] Total Num: 39, avg: 25.244167243674717rec_022/head/000002/000137.jpg 0.0,0.0 0.42972955,0.03641398
[50] Total Num: 40, avg: 25.230674001456528rec_022/head/000584/000137.jpg 0.0,0.0 0.58797854,0.06569878
[50] Total Num: 41, avg: 25.44147866617899rec_022/head/000585/000137.jpg 0.0,0.0 0.65768206,0.07764853
[50] Total Num: 42, avg: 25.73823764870096rec_022/head/000022/000138.jpg 0.0,0.0 0.32333794,0.026163843
[50] Total Num: 43, avg: 25.571867667792198rec_022/head/000000/000138.jpg 0.0,0.0 0.6203415,0.05242184
[50] Total Num: 44, avg: 25.800983641340782rec_022/head/000001/000138.jpg 0.0,0.0 0.5313942,0.049707808
[50] Total Num: 45, avg: 25.906891312648934rec_022/head/000002/000138.jpg 0.0,0.0 0.4282416,0.022645282
[50] Total Num: 46, avg: 25.8777980005101rec_022/head/000584/000138.jpg 0.0,0.0 0.58720976,0.05096364
[50] Total Num: 47, avg: 26.045424697149347rec_022/head/000585/000138.jpg 0.0,0.0 0.66542166,0.062624246
[50] Total Num: 48, avg: 26.300076957907518rec_022/head/000022/000139.jpg 0.0,0.0 0.30712724,0.02504333
[50] Total Num: 49, avg: 26.123619325888257rec_022/head/000000/000139.jpg 0.0,0.0 0.61126053,0.0507824
[50] Total Num: 50, avg: 26.303705164998764rec_022/head/000001/000139.jpg 0.0,0.0 0.5244532,0.048568003
[50] Total Num: 51, avg: 26.379427486314277rec_022/head/000002/000139.jpg 0.0,0.0 0.4175792,0.021068547
[50] Total Num: 52, avg: 26.33278793653371rec_022/head/000584/000139.jpg 0.0,0.0 0.5754592,0.048852693
[50] Total Num: 53, avg: 26.46002987444252rec_022/head/000585/000139.jpg 0.0,0.0 0.6467946,0.05984
[50] Total Num: 54, avg: 26.658810685394705rec_022/head/000022/000140.jpg 0.0,0.0 0.28992084,0.03097904
[50] Total Num: 55, avg: 26.477798564829623rec_022/head/000000/000140.jpg 0.0,0.0 0.5919083,0.05710649
[50] Total Num: 56, avg: 26.613061390352467rec_022/head/000001/000140.jpg 0.0,0.0 0.506336,0.05585204
[50] Total Num: 57, avg: 26.65794830100704rec_022/head/000002/000140.jpg 0.0,0.0 0.39096624,0.027030678
[50] Total Num: 58, avg: 26.585422304140685rec_022/head/000584/000140.jpg 0.0,0.0 0.5538002,0.05538907
[50] Total Num: 59, avg: 26.675029291306682rec_022/head/000585/000140.jpg 0.0,0.0 0.6386165,0.067498125
[50] Total Num: 60, avg: 26.84320231917967rec_022/head/000000/000141.jpg 0.0,0.0 0.55290794,0.059859637
[50] Total Num: 61, avg: 26.925202172395313rec_022/head/000022/000141.jpg 0.0,0.0 0.25307116,0.035387132
[50] Total Num: 62, avg: 26.727020959964634rec_022/head/000001/000141.jpg 0.0,0.0 0.46464518,0.059303645
[50] Total Num: 63, avg: 26.728535775255835rec_022/head/000002/000141.jpg 0.0,0.0 0.35588428,0.029473752
[50] Total Num: 64, avg: 26.63055095843538rec_022/head/000584/000141.jpg 0.0,0.0 0.51778257,0.05812839
[50] Total Num: 65, avg: 26.6798687007947rec_022/head/000585/000141.jpg 0.0,0.0 0.5935469,0.06888652
[50] Total Num: 66, avg: 26.79394066962621rec_022/head/000000/000142.jpg 0.0,0.0 0.50495726,0.05092225
[50] Total Num: 67, avg: 26.82785200685396rec_022/head/000001/000142.jpg 0.0,0.0 0.42561725,0.052391995
[50] Total Num: 68, avg: 26.794485384603977rec_022/head/000022/000142.jpg 0.0,0.0 0.2153301,0.030282142
[50] Total Num: 69, avg: 26.586696247764458rec_022/head/000002/000142.jpg 0.0,0.0 0.3148376,0.022869023
[50] Total Num: 70, avg: 26.465240777101982rec_022/head/000584/000142.jpg 0.0,0.0 0.48109594,0.050214354
[50] Total Num: 71, avg: 26.482671188044876rec_022/head/000585/000142.jpg 0.0,0.0 0.5472792,0.059297517
[50] Total Num: 72, avg: 26.552657045656137rec_022/head/000022/000143.jpg 0.0,0.0 0.18377957,0.011782331
[50] Total Num: 73, avg: 26.33345854812935rec_022/head/000000/000143.jpg 0.0,0.0 0.47542673,0.028687663
[50] Total Num: 74, avg: 26.34632672653249rec_022/head/000001/000143.jpg 0.0,0.0 0.39514795,0.031248715
[50] Total Num: 75, avg: 26.297806128364158rec_022/head/000002/000143.jpg 0.0,0.0 0.28743842,0.0036902234
[50] Total Num: 76, avg: 26.16849719565768rec_022/head/000584/000143.jpg 0.0,0.0 0.44593114,0.028140195
[50] Total Num: 77, avg: 26.161080110016204rec_022/head/000585/000143.jpg 0.0,0.0 0.5212827,0.036889624
[50] Total Num: 78, avg: 26.209465064459938rec_022/head/000000/000144.jpg 0.0,0.0 0.4529479,0.0051499177
[50] Total Num: 79, avg: 26.206225841373566rec_022/head/000022/000144.jpg 0.0,0.0 0.17252013,-0.010057258
[50] Total Num: 80, avg: 26.002414148855088rec_022/head/000001/000144.jpg 0.0,0.0 0.3772245,0.008789563
[50] Total Num: 81, avg: 25.94829739913668rec_022/head/000002/000144.jpg 0.0,0.0 0.27421305,-0.017718492
[50] Total Num: 82, avg: 25.82384487708995rec_022/head/000584/000144.jpg 0.0,0.0 0.42568648,0.0038766016
[50] Total Num: 83, avg: 25.806581559277795rec_022/head/000585/000144.jpg 0.0,0.0 0.49784118,0.011862851
[50] Total Num: 84, avg: 25.839022445603756rec_022/head/000001/000145.jpg 0.0,0.0 0.38668534,-0.0006216195
[50] Total Num: 85, avg: 25.795686498335137rec_022/head/000022/000145.jpg 0.0,0.0 0.18605742,-0.01996421
[50] Total Num: 86, avg: 25.620397027258477rec_022/head/000000/000145.jpg 0.0,0.0 0.45791933,-0.0056562815
[50] Total Num: 87, avg: 25.627504006010632rec_022/head/000002/000145.jpg 0.0,0.0 0.28797656,-0.02704983
[50] Total Num: 88, avg: 25.5245829997164rec_022/head/000584/000145.jpg 0.0,0.0 0.43682784,-0.006685182
[50] Total Num: 89, avg: 25.519038630734652rec_022/head/000585/000145.jpg 0.0,0.0 0.5117664,0.0010552448
[50] Total Num: 90, avg: 25.561294985703185rec_022/head/000000/000146.jpg 0.0,0.0 0.49479076,-0.004471648
[50] Total Num: 91, avg: 25.591945420758893rec_022/head/000022/000146.jpg 0.0,0.0 0.21079011,-0.018886961
[50] Total Num: 92, avg: 25.44556612560941rec_022/head/000001/000146.jpg 0.0,0.0 0.4149134,-0.00076475996
[50] Total Num: 93, avg: 25.427579649401135rec_022/head/000002/000146.jpg 0.0,0.0 0.3156887,-0.026950136
[50] Total Num: 94, avg: 25.350171608295312rec_022/head/000584/000146.jpg 0.0,0.0 0.45936522,-0.0051946384
[50] Total Num: 95, avg: 25.360393516015737rec_022/head/000585/000146.jpg 0.0,0.0 0.5339586,0.0023856175
[50] Total Num: 96, avg: 25.41490870071476rec_022/head/000000/000147.jpg 0.0,0.0 0.533762,0.0011093479
[50] Total Num: 97, avg: 25.468181480475323rec_022/head/000022/000147.jpg 0.0,0.0 0.24485888,-0.015923781
[50] Total Num: 98, avg: 25.351755351118797rec_022/head/000001/000147.jpg 0.0,0.0 0.4485424,0.0040426473
[50] Total Num: 99, avg: 25.355278618116824rec_022/head/000002/000147.jpg 0.0,0.0 0.34995535,-0.021790477
[50] Total Num: 100, avg: 25.302607840182894rec_022/head/000584/000147.jpg 0.0,0.0 0.5102403,0.00023268658
[50] Total Num: 101, avg: 25.341538651050463rec_022/head/000585/000147.jpg 0.0,0.0 0.5894741,0.008499446
[50] Total Num: 102, avg: 25.42424388150831rec_022/head/000001/000148.jpg 0.0,0.0 0.48318535,0.005682532
[50] Total Num: 103, avg: 25.44620505439326rec_022/head/000022/000148.jpg 0.0,0.0 0.27104962,-0.015757563
[50] Total Num: 104, avg: 25.351102847834362rec_022/head/000000/000148.jpg 0.0,0.0 0.56709856,0.0033784132
[50] Total Num: 105, avg: 25.419119639873873rec_022/head/000002/000148.jpg 0.0,0.0 0.38046914,-0.02046587
[50] Total Num: 106, avg: 25.385253010890533rec_022/head/000584/000148.jpg 0.0,0.0 0.53648746,0.0023841346
[50] Total Num: 107, avg: 25.435285593783092rec_022/head/000585/000148.jpg 0.0,0.0 0.6212232,0.010937704
[50] Total Num: 108, avg: 25.529387192325334rec_022/head/000022/000149.jpg 0.0,0.0 0.2826518,-0.02531677
[50] Total Num: 109, avg: 25.444327267803267rec_022/head/000001/000149.jpg 0.0,0.0 0.49592665,-0.005795164
[50] Total Num: 110, avg: 25.471345033772263rec_022/head/000000/000149.jpg 0.0,0.0 0.5800148,-0.008299465
[50] Total Num: 111, avg: 25.54129158371739rec_022/head/000002/000149.jpg 0.0,0.0 0.3994793,-0.030862361
[50] Total Num: 112, avg: 25.518182020835894rec_022/head/000584/000149.jpg 0.0,0.0 0.56149787,-0.009521014
[50] Total Num: 113, avg: 25.57709708997873rec_022/head/000585/000149.jpg 0.0,0.0 0.64411944,-0.0015767291
[50] Total Num: 114, avg: 25.67646834392423rec_022/head/000001/000150.jpg 0.0,0.0 0.50006735,-0.028801732
[50] Total Num: 115, avg: 25.70271826676924rec_022/head/000022/000150.jpg 0.0,0.0 0.2902415,-0.046606943
[50] Total Num: 116, avg: 25.626286862906596rec_022/head/000000/000150.jpg 0.0,0.0 0.58357495,-0.033508256
[50] Total Num: 117, avg: 25.693455865543264rec_022/head/000002/000150.jpg 0.0,0.0 0.40030047,-0.053654037
[50] Total Num: 118, avg: 25.671728286866067rec_022/head/000584/000150.jpg 0.0,0.0 0.5623747,-0.034373447
[50] Total Num: 119, avg: 25.72722097357529rec_022/head/000585/000150.jpg 0.0,0.0 0.64289397,-0.028811622
[50] Total Num: 120, avg: 25.82005118898765rec_022/head/000022/000151.jpg 0.0,0.0 0.27275646,-0.069561064
[50] Total Num: 121, avg: 25.7398501415174rec_022/head/000001/000151.jpg 0.0,0.0 0.4866461,-0.053476073
[50] Total Num: 122, avg: 25.758680685024437rec_022/head/000000/000151.jpg 0.0,0.0 0.5571228,-0.058550775
[50] Total Num: 123, avg: 25.810057674097493rec_022/head/000002/000151.jpg 0.0,0.0 0.38210434,-0.07707263
[50] Total Num: 124, avg: 25.781850845575143rec_022/head/000584/000151.jpg 0.0,0.0 0.5476498,-0.060775302
[50] Total Num: 125, avg: 25.82800439897634rec_022/head/000585/000151.jpg 0.0,0.0 0.6173379,-0.056242537
[50] Total Num: 126, avg: 25.90475258617702rec_022/head/000001/000152.jpg 0.0,0.0 0.45134228,-0.06570887
[50] Total Num: 127, avg: 25.906399741521266rec_022/head/000022/000152.jpg 0.0,0.0 0.25134316,-0.08172585
[50] Total Num: 128, avg: 25.822191419889897rec_022/head/000000/000152.jpg 0.0,0.0 0.5174219,-0.07167058
[50] Total Num: 129, avg: 25.853829629964036rec_022/head/000002/000152.jpg 0.0,0.0 0.35402492,-0.08909545
[50] Total Num: 130, avg: 25.81564897191499rec_022/head/000584/000152.jpg 0.0,0.0 0.5051062,-0.073837854
[50] Total Num: 131, avg: 25.841648172761236rec_022/head/000585/000152.jpg 0.0,0.0 0.5771221,-0.07046321
[50] Total Num: 132, avg: 25.898032695860987rec_022/head/000001/000153.jpg 0.0,0.0 0.41841006,-0.067236625
[50] Total Num: 133, avg: 25.885736437159835rec_022/head/000022/000153.jpg 0.0,0.0 0.22205855,-0.08317956
[50] Total Num: 134, avg: 25.793846856896604rec_022/head/000000/000153.jpg 0.0,0.0 0.47690183,-0.07232921
[50] Total Num: 135, avg: 25.807322035611534rec_022/head/000002/000153.jpg 0.0,0.0 0.32022452,-0.09118227
[50] Total Num: 136, avg: 25.75765181861039rec_022/head/000584/000153.jpg 0.0,0.0 0.46126854,-0.07401489
[50] Total Num: 137, avg: 25.76484137387916rec_022/head/000585/000153.jpg 0.0,0.0 0.5273224,-0.070282
[50] Total Num: 138, avg: 25.79883076150303rec_022/head/000001/000154.jpg 0.0,0.0 0.3842113,-0.063018754
[50] Total Num: 139, avg: 25.77361116607394rec_022/head/000022/000154.jpg 0.0,0.0 0.18702064,-0.079600304
[50] Total Num: 140, avg: 25.672622913105723rec_022/head/000000/000154.jpg 0.0,0.0 0.44672397,-0.06913408
[50] Total Num: 141, avg: 25.67409121594497rec_022/head/000002/000154.jpg 0.0,0.0 0.28663263,-0.08833426
[50] Total Num: 142, avg: 25.614164391491013rec_022/head/000584/000154.jpg 0.0,0.0 0.43133956,-0.070871316
[50] Total Num: 143, avg: 25.610041693711576rec_022/head/000585/000154.jpg 0.0,0.0 0.50073296,-0.066708796
[50] Total Num: 144, avg: 25.63304068212796rec_022/head/000001/000155.jpg 0.0,0.0 0.34634557,-0.076396756
[50] Total Num: 145, avg: 25.59627591463rec_022/head/000000/000155.jpg 0.0,0.0 0.4065196,-0.0832822
[50] Total Num: 146, avg: 25.583622773776764rec_022/head/000022/000155.jpg 0.0,0.0 0.15256085,-0.09381603
[50] Total Num: 147, avg: 25.47931673037955rec_022/head/000002/000155.jpg 0.0,0.0 0.24930745,-0.101563565
[50] Total Num: 148, avg: 25.411221552531373rec_022/head/000584/000155.jpg 0.0,0.0 0.38940203,-0.08513751
[50] Total Num: 149, avg: 25.393773726890796rec_022/head/000585/000155.jpg 0.0,0.0 0.45511705,-0.080289096
[50] Total Num: 150, avg: 25.40082153554724rec_022/head/000001/000156.jpg 0.0,0.0 0.31777227,-0.09629138
[50] Total Num: 151, avg: 25.3584147994987rec_022/head/000022/000156.jpg 0.0,0.0 0.13096501,-0.11301805
[50] Total Num: 152, avg: 25.25671053680085rec_022/head/000000/000156.jpg 0.0,0.0 0.39058638,-0.10812279
[50] Total Num: 153, avg: 25.24312451411242rec_022/head/000002/000156.jpg 0.0,0.0 0.22638698,-0.123039834
[50] Total Num: 154, avg: 25.17488378484113rec_022/head/000584/000156.jpg 0.0,0.0 0.36622566,-0.10908845
[50] Total Num: 155, avg: 25.15345864026779rec_022/head/000585/000156.jpg 0.0,0.0 0.43530825,-0.10551609
[50] Total Num: 156, avg: 25.1564361409291rec_022/head/000001/000157.jpg 0.0,0.0 0.30918786,-0.124537274
[50] Total Num: 157, avg: 25.117575851251058rec_022/head/000022/000157.jpg 0.0,0.0 0.12747242,-0.14217505
[50] Total Num: 158, avg: 25.027745055779988rec_022/head/000000/000157.jpg 0.0,0.0 0.3880377,-0.14110112
[50] Total Num: 159, avg: 25.018683411053917rec_022/head/000002/000157.jpg 0.0,0.0 0.22328223,-0.15288404
[50] Total Num: 160, avg: 24.958962246214313rec_022/head/000584/000157.jpg 0.0,0.0 0.3585051,-0.14047529
[50] Total Num: 161, avg: 24.940569954896414rec_022/head/000585/000157.jpg 0.0,0.0 0.4188011,-0.1356229
[50] Total Num: 162, avg: 24.94187123973197rec_022/head/000001/000158.jpg 0.0,0.0 0.3234974,-0.15913865
[50] Total Num: 163, avg: 24.915144571603538rec_022/head/000022/000158.jpg 0.0,0.0 0.13908476,-0.17547931
[50] Total Num: 164, avg: 24.841295052618666rec_022/head/000000/000158.jpg 0.0,0.0 0.39867648,-0.17606732
[50] Total Num: 165, avg: 24.841416313592752rec_022/head/000002/000158.jpg 0.0,0.0 0.23407423,-0.18526308
[50] Total Num: 166, avg: 24.79443919689146rec_022/head/000584/000158.jpg 0.0,0.0 0.3664882,-0.17358516
[50] Total Num: 167, avg: 24.784520116800625rec_022/head/000585/000158.jpg 0.0,0.0 0.42764586,-0.17089392
[50] Total Num: 168, avg: 24.793384406116562rec_022/head/000001/000159.jpg 0.0,0.0 0.34856093,-0.19392495
[50] Total Num: 169, avg: 24.7812523140053rec_022/head/000022/000159.jpg 0.0,0.0 0.1608769,-0.21054071
[50] Total Num: 170, avg: 24.724539241105038rec_022/head/000000/000159.jpg 0.0,0.0 0.4165473,-0.2088223
[50] Total Num: 171, avg: 24.735154406304495rec_022/head/000002/000159.jpg 0.0,0.0 0.2588393,-0.21906073
[50] Total Num: 172, avg: 24.703771308087696rec_022/head/000584/000159.jpg 0.0,0.0 0.39655012,-0.21218652
[50] Total Num: 173, avg: 24.709044083486464rec_022/head/000585/000159.jpg 0.0,0.0 0.45150873,-0.20728652
[50] Total Num: 174, avg: 24.72964659309105rec_022/head/000022/000160.jpg 0.0,0.0 0.18532196,-0.23848233
[50] Total Num: 175, avg: 24.686862394121874rec_022/head/000001/000160.jpg 0.0,0.0 0.36994058,-0.22441675
[50] Total Num: 176, avg: 24.686577349941924rec_022/head/000000/000160.jpg 0.0,0.0 0.43880874,-0.24055745
[50] Total Num: 177, avg: 24.707867743359063rec_022/head/000002/000160.jpg 0.0,0.0 0.28297397,-0.24825062
[50] Total Num: 178, avg: 24.689516487974114rec_022/head/000584/000160.jpg 0.0,0.0 0.42129034,-0.2445995
[50] Total Num: 179, avg: 24.706331088658924rec_022/head/000585/000160.jpg 0.0,0.0 0.4730449,-0.24064952
[50] Total Num: 180, avg: 24.736687996748408rec_022/head/000001/000161.jpg 0.0,0.0 0.41125333,-0.26079926
[50] Total Num: 181, avg: 24.75290275615906rec_022/head/000000/000161.jpg 0.0,0.0 0.49539673,-0.2851068
[50] Total Num: 182, avg: 24.794956816374558rec_022/head/000022/000161.jpg 0.0,0.0 0.21700571,-0.2721601
[50] Total Num: 183, avg: 24.767919101102578rec_022/head/000002/000161.jpg 0.0,0.0 0.3199799,-0.28328437
[50] Total Num: 184, avg: 24.76537291394884rec_022/head/000584/000161.jpg 0.0,0.0 0.46792975,-0.28441298
[50] Total Num: 185, avg: 24.799385020511313rec_022/head/000585/000161.jpg 0.0,0.0 0.51637447,-0.27959144
[50] Total Num: 186, avg: 24.845065427223602rec_022/head/000001/000162.jpg 0.0,0.0 0.44230258,-0.2806438
[50] Total Num: 187, avg: 24.87116418046786rec_022/head/000022/000162.jpg 0.0,0.0 0.24719875,-0.2925279
[50] Total Num: 188, avg: 24.854889592380136rec_022/head/000000/000162.jpg 0.0,0.0 0.5362269,-0.31057304
[50] Total Num: 189, avg: 24.908903360059345rec_022/head/000002/000162.jpg 0.0,0.0 0.3584471,-0.3083257
[50] Total Num: 190, avg: 24.919058964732248rec_022/head/000584/000162.jpg 0.0,0.0 0.5065187,-0.30894557
[50] Total Num: 191, avg: 24.964445543206885rec_022/head/000585/000162.jpg 0.0,0.0 0.57578176,-0.31552416
[50] Total Num: 192, avg: 25.02776222379813rec_022/head/000022/000163.jpg 0.0,0.0 0.2802583,-0.3034062
[50] Total Num: 193, avg: 25.019823739055123rec_022/head/000000/000163.jpg 0.0,0.0 0.574497,-0.3213383
[50] Total Num: 194, avg: 25.082624476318287rec_022/head/000001/000163.jpg 0.0,0.0 0.48729035,-0.29691994
[50] Total Num: 195, avg: 25.11981341636278rec_022/head/000002/000163.jpg 0.0,0.0 0.38622656,-0.31235227
[50] Total Num: 196, avg: 25.135397894709048rec_022/head/000584/000163.jpg 0.0,0.0 0.54217136,-0.31832218
[50] Total Num: 197, avg: 25.188289732492613rec_022/head/000585/000163.jpg 0.0,0.0 0.60636383,-0.3239903
[50] Total Num: 198, avg: 25.25720402505009rec_022/head/000000/000164.jpg 0.0,0.0 0.5786353,-0.3036665
[50] Total Num: 199, avg: 25.31608432166412rec_022/head/000022/000164.jpg 0.0,0.0 0.2985919,-0.29113814
[50] Total Num: 200, avg: 25.308097279586875rec_022/head/000001/000164.jpg 0.0,0.0 0.5116759,-0.2892187
[50] Total Num: 201, avg: 25.347907757027496rec_022/head/000002/000164.jpg 0.0,0.0 0.41311648,-0.30740523
[50] Total Num: 202, avg: 25.36696727579199rec_022/head/000584/000164.jpg 0.0,0.0 0.5638464,-0.30844346
[50] Total Num: 203, avg: 25.42111528962124rec_022/head/000585/000164.jpg 0.0,0.0 0.63323593,-0.31687963
[50] Total Num: 204, avg: 25.492607618279322rec_022/head/000000/000165.jpg 0.0,0.0 0.59505147,-0.27826464
[50] Total Num: 205, avg: 25.54983936480704rec_022/head/000022/000165.jpg 0.0,0.0 0.3124286,-0.26614183
[50] Total Num: 206, avg: 25.539170186602526rec_022/head/000001/000165.jpg 0.0,0.0 0.51670325,-0.26000324
[50] Total Num: 207, avg: 25.574418825294597rec_022/head/000002/000165.jpg 0.0,0.0 0.41704252,-0.27530736
[50] Total Num: 208, avg: 25.587880712079347rec_022/head/000584/000165.jpg 0.0,0.0 0.55727786,-0.27344653
[50] Total Num: 209, avg: 25.6338620236037rec_022/head/000585/000165.jpg 0.0,0.0 0.6428877,-0.28880548
[50] Total Num: 210, avg: 25.701772485886252rec_022/head/000001/000166.jpg 0.0,0.0 0.49331814,-0.21643755
[50] Total Num: 211, avg: 25.72526668341843rec_022/head/000000/000166.jpg 0.0,0.0 0.57783586,-0.23597978
[50] Total Num: 212, avg: 25.77122660708405rec_022/head/000022/000166.jpg 0.0,0.0 0.3024727,-0.22438076
[50] Total Num: 213, avg: 25.750986315654703rec_022/head/000002/000166.jpg 0.0,0.0 0.40629864,-0.2358814
[50] Total Num: 214, avg: 25.755551007822312rec_022/head/000584/000166.jpg 0.0,0.0 0.54691714,-0.23399606
[50] Total Num: 215, avg: 25.79302920023598rec_022/head/000585/000166.jpg 0.0,0.0 0.60456675,-0.23819657
[50] Total Num: 216, avg: 25.844523894735968rec_022/head/000001/000167.jpg 0.0,0.0 0.46926355,-0.1932655
[50] Total Num: 217, avg: 25.85869625016245rec_022/head/000000/000167.jpg 0.0,0.0 0.5386906,-0.20666103
[50] Total Num: 218, avg: 25.890755535400306rec_022/head/000022/000167.jpg 0.0,0.0 0.28326696,-0.20420001
[50] Total Num: 219, avg: 25.86346898147587rec_022/head/000002/000167.jpg 0.0,0.0 0.37951258,-0.21151818
[50] Total Num: 220, avg: 25.858406981825638rec_022/head/000584/000167.jpg 0.0,0.0 0.50739545,-0.20485964
[50] Total Num: 221, avg: 25.882390418215rec_022/head/000585/000167.jpg 0.0,0.0 0.5670628,-0.20855996
[50] Total Num: 222, avg: 25.920716601067078rec_022/head/000001/000168.jpg 0.0,0.0 0.4258398,-0.19689146
[50] Total Num: 223, avg: 25.924367930203648rec_022/head/000000/000168.jpg 0.0,0.0 0.5003688,-0.21438707
[50] Total Num: 224, avg: 25.94695153108794rec_022/head/000022/000168.jpg 0.0,0.0 0.24751323,-0.21211678
[50] Total Num: 225, avg: 25.91427706203rec_022/head/000002/000168.jpg 0.0,0.0 0.34778404,-0.22187689
[50] Total Num: 226, avg: 25.903579190238577rec_022/head/000584/000168.jpg 0.0,0.0 0.47328505,-0.21377939
[50] Total Num: 227, avg: 25.9196997860786rec_022/head/000585/000168.jpg 0.0,0.0 0.5270634,-0.21406047
[50] Total Num: 228, avg: 25.948012459000424rec_022/head/000001/000169.jpg 0.0,0.0 0.38730308,-0.2167864
[50] Total Num: 229, avg: 25.9450797002218rec_022/head/000022/000169.jpg 0.0,0.0 0.19870667,-0.23203118
[50] Total Num: 230, avg: 25.908084444157055rec_022/head/000000/000169.jpg 0.0,0.0 0.45821416,-0.23400307
[50] Total Num: 231, avg: 25.922599676233325rec_022/head/000002/000169.jpg 0.0,0.0 0.30254593,-0.24494651
[50] Total Num: 232, avg: 25.906412393113794rec_022/head/000584/000169.jpg 0.0,0.0 0.4215068,-0.22857416
[50] Total Num: 233, avg: 25.912327352547884rec_022/head/000585/000169.jpg 0.0,0.0 0.49993443,-0.23624687
